Year,Month,Date,Hour,Place,Temperature,Temperature Category,Day Status,Ride Demand
2023,10,20,6,Bannerghatta,24.024386562754472,Moderate Temp (Clear),Working Day,21
2023,6,17,17,Malleswaram,28.983639529426075,High Temp (Sunny),Holiday,111
2023,2,15,13,Banashankari,12.186575131390123,Low Temp (Rainy),Working Day,48
2023,7,22,16,Mahadevapura,29.94396269262721,High Temp (Sunny),Holiday,103
2024,8,21,13,Rajajinagar,23.4431744175343,Moderate Temp (Clear),Working Day,99
2022,3,20,3,Indiranagar,25.22218155050866,Moderate Temp (Clear),Holiday,20
2023,3,1,3,Rajajinagar,9.207598225127631,Low Temp (Rainy),Working Day,23
2024,12,23,21,Rajarajeshwari Nagar,20.96399599732894,Moderate Temp (Clear),Working Day,88
2024,6,8,1,Jayanagar,5.643294808938482,Low Temp (Rainy),Holiday,21
2024,12,23,23,R.T. Nagar,23.6421023730471,Moderate Temp (Clear),Working Day,72
2024,10,4,0,BTM Layout,22.691991280708244,Moderate Temp (Clear),Working Day,25
2024,3,3,23,Malleswaram,23.881035042676743,Moderate Temp (Clear),Holiday,129
2024,11,7,20,Hebbal,26.92320736437652,Moderate Temp (Clear),Working Day,119
2022,5,20,22,Yeshwantpur,14.01439666834012,Low Temp (Rainy),Working Day,36
2024,11,8,9,Shivajinagar,24.05621120253197,Moderate Temp (Clear),Working Day,97
2023,10,16,22,Ulsoor,26.171976705032623,Moderate Temp (Clear),Working Day,71
2024,2,17,23,Domlur,27.040733918591364,Moderate Temp (Clear),Holiday,121
2024,8,27,10,Indiranagar,23.265199048713043,Moderate Temp (Clear),Working Day,133
2024,4,9,8,BTM Layout,28.95493653586037,High Temp (Sunny),Working Day,86
2024,11,6,20,Malleswaram,23.295966454521725,Moderate Temp (Clear),Working Day,109
2024,11,24,7,Koramangala,21.139718543219587,Moderate Temp (Clear),Holiday,131
2023,10,1,10,Koramangala,20.60831345532349,Moderate Temp (Clear),Holiday,116
2023,5,4,5,Domlur,14.11538676827204,Low Temp (Rainy),Working Day,20
2024,2,1,14,HSR Layout,16.31022673203556,Low Temp (Rainy),Working Day,69
2024,1,2,23,R.T. Nagar,21.309612100404973,Moderate Temp (Clear),Working Day,99
2023,1,16,0,Bellandur,32.599440540290765,High Temp (Sunny),Working Day,21
2024,8,24,19,Seshadripuram,23.55609935052113,Moderate Temp (Clear),Holiday,153
2023,5,5,15,BTM Layout,5.881474324912837,Low Temp (Rainy),Working Day,43
2024,2,13,11,Banashankari,28.59842727868493,High Temp (Sunny),Working Day,51
2023,9,2,18,R.T. Nagar,24.604263783962644,Moderate Temp (Clear),Holiday,122
2023,4,3,11,Yelahanka,22.70897077466349,Moderate Temp (Clear),Working Day,91
2023,7,8,0,Mahadevapura,25.76717767622307,Moderate Temp (Clear),Holiday,25
2024,7,24,0,HSR Layout,14.793717011046208,Low Temp (Rainy),Working Day,20
2023,7,12,5,Yeshwantpur,30.7576413189548,High Temp (Sunny),Working Day,22
2024,8,2,19,Koramangala,33.65928471311505,High Temp (Sunny),Working Day,84
2022,11,5,23,Mahadevapura,27.195248702191776,Moderate Temp (Clear),Holiday,105
2023,4,25,16,Koramangala,21.32448220078532,Moderate Temp (Clear),Working Day,109
2022,1,23,3,JP Nagar,24.9290062650176,Moderate Temp (Clear),Holiday,22
2024,11,24,17,Hebbal,24.210027851499177,Moderate Temp (Clear),Holiday,164
2024,6,19,12,Bannerghatta,15.344096987552852,Low Temp (Rainy),Working Day,47
2024,10,20,3,Malleswaram,28.634474378763045,High Temp (Sunny),Holiday,23
2023,4,20,17,Mahadevapura,19.99764864769493,Moderate Temp (Clear),Working Day,98
2024,2,26,19,Sadashivanagar,28.63981584747339,High Temp (Sunny),Working Day,76
2022,6,22,2,Jayanagar,33.93001470113992,High Temp (Sunny),Working Day,22
2024,2,10,18,Shivajinagar,21.58311765814372,Moderate Temp (Clear),Holiday,140
2023,12,4,9,HSR Layout,14.039724691762684,Low Temp (Rainy),Working Day,64
2024,6,7,23,Mahadevapura,17.785203874327692,Low Temp (Rainy),Working Day,75
2023,9,20,18,Mahadevapura,26.6379320323842,Moderate Temp (Clear),Working Day,83
2024,1,23,18,Sadashivanagar,21.719569001774264,Moderate Temp (Clear),Working Day,96
2022,1,26,8,Marathahalli,23.50849604676312,Moderate Temp (Clear),Working Day,86
2023,9,18,15,Banashankari,29.937701136393432,High Temp (Sunny),Working Day,33
2024,4,1,18,Koramangala,17.135105117693566,Low Temp (Rainy),Working Day,95
2022,3,15,13,Rajarajeshwari Nagar,15.863315675948224,Low Temp (Rainy),Working Day,26
2024,6,9,6,Indiranagar,16.828807088718424,Low Temp (Rainy),Holiday,25
2022,11,12,19,Seshadripuram,15.180811241170131,Low Temp (Rainy),Holiday,99
2022,12,8,19,Bannerghatta,25.143151860253862,Moderate Temp (Clear),Working Day,88
2024,8,28,3,Hebbal,14.422408208408992,Low Temp (Rainy),Working Day,23
2023,3,13,23,Ulsoor,22.334177780092624,Moderate Temp (Clear),Working Day,93
2022,4,28,10,Vijaynagar,16.387838778082923,Low Temp (Rainy),Working Day,69
2023,9,18,9,JP Nagar,25.251869878349,Moderate Temp (Clear),Working Day,109
2024,9,8,1,R.T. Nagar,24.05094584844561,Moderate Temp (Clear),Holiday,24
2023,1,9,0,JP Nagar,30.547926400733303,High Temp (Sunny),Working Day,22
2024,12,2,7,Koramangala,14.154484833595774,Low Temp (Rainy),Working Day,104
2024,4,8,21,HSR Layout,13.503485947228446,Low Temp (Rainy),Working Day,92
2022,11,5,3,Koramangala,18.410017954853945,Moderate Temp (Clear),Holiday,20
2024,7,8,13,Jeevanbhima Nagar,28.798224393297005,High Temp (Sunny),Working Day,52
2024,9,10,22,Bellandur,21.2429690389215,Moderate Temp (Clear),Working Day,74
2023,6,5,11,Rajarajeshwari Nagar,20.890925664275837,Moderate Temp (Clear),Working Day,76
2023,3,25,17,JP Nagar,28.547602080211583,High Temp (Sunny),Holiday,101
2022,6,6,3,Jayanagar,22.98862179288388,Moderate Temp (Clear),Working Day,20
2023,1,25,4,Vijaynagar,16.562841161139765,Low Temp (Rainy),Working Day,25
2024,1,5,10,HSR Layout,23.74443721274296,Moderate Temp (Clear),Working Day,112
2022,5,21,12,Yeshwantpur,24.441517677733408,Moderate Temp (Clear),Holiday,111
2024,2,24,6,Bannerghatta,23.70103177240541,Moderate Temp (Clear),Holiday,21
2023,6,25,19,Hebbal,19.586912146728395,Moderate Temp (Clear),Holiday,128
2023,4,10,5,Koramangala,24.283398542036853,Moderate Temp (Clear),Working Day,20
2022,3,20,15,Malleswaram,23.207917824896057,Moderate Temp (Clear),Holiday,100
2024,5,14,6,Hebbal,30.427777622521955,High Temp (Sunny),Working Day,25
2023,7,2,9,Yeshwantpur,22.27741974266701,Moderate Temp (Clear),Holiday,131
2023,2,22,18,Ulsoor,18.268381776985688,Moderate Temp (Clear),Working Day,109
2024,11,5,11,Mahadevapura,24.2608981768624,Moderate Temp (Clear),Working Day,82
2024,3,9,17,Shivajinagar,13.71252348804538,Low Temp (Rainy),Holiday,111
2024,3,11,8,Jeevanbhima Nagar,26.084619553868816,Moderate Temp (Clear),Working Day,98
2022,11,22,8,Rajarajeshwari Nagar,16.266536806478555,Low Temp (Rainy),Working Day,63
2024,9,1,15,HSR Layout,24.09498906328774,Moderate Temp (Clear),Holiday,115
2023,7,9,13,Mahadevapura,16.795945398695725,Low Temp (Rainy),Holiday,88
2023,2,28,10,Vasanthnagar,12.85606024764855,Low Temp (Rainy),Working Day,64
2024,3,9,16,Koramangala,19.19118376340345,Moderate Temp (Clear),Holiday,159
2024,6,27,17,Rajajinagar,15.686299439211492,Low Temp (Rainy),Working Day,93
2022,4,16,2,Yelahanka,36.29842660111958,High Temp (Sunny),Holiday,23
2024,12,22,18,Koramangala,14.617785983477203,Low Temp (Rainy),Holiday,118
2024,8,26,13,Hebbal,33.94093829805641,High Temp (Sunny),Working Day,60
2023,7,26,3,Sadashivanagar,23.69819273578225,Moderate Temp (Clear),Working Day,23
2022,4,18,15,Jayanagar,25.6146624048014,Moderate Temp (Clear),Working Day,70
2023,2,21,2,Whitefield,21.17153233997824,Moderate Temp (Clear),Working Day,21
2024,9,6,23,Seshadripuram,22.20415370990738,Moderate Temp (Clear),Working Day,99
2022,12,14,5,Vasanthnagar,19.382355207117477,Moderate Temp (Clear),Working Day,21
2022,1,17,20,Yeshwantpur,26.084026363240064,Moderate Temp (Clear),Working Day,78
2024,5,19,1,Yeshwantpur,28.79127467551387,High Temp (Sunny),Holiday,22
2024,12,2,10,JP Nagar,25.86877237572629,Moderate Temp (Clear),Working Day,112
2024,1,5,5,Whitefield,23.969874700632783,Moderate Temp (Clear),Working Day,25
2023,11,24,3,Whitefield,12.60283263969539,Low Temp (Rainy),Working Day,22
2024,3,22,5,Ulsoor,27.256955379373096,Moderate Temp (Clear),Working Day,23
2024,9,22,1,Ulsoor,21.441550297666023,Moderate Temp (Clear),Holiday,23
2023,1,27,9,Banashankari,20.5513649109748,Moderate Temp (Clear),Working Day,92
2024,9,1,22,Shivajinagar,17.083948455231702,Low Temp (Rainy),Holiday,82
2024,1,24,11,HSR Layout,15.77046884416691,Low Temp (Rainy),Working Day,50
2023,4,9,23,Marathahalli,18.77036542346205,Moderate Temp (Clear),Holiday,98
2024,7,17,16,Domlur,28.63589741231128,High Temp (Sunny),Working Day,86
2024,11,9,10,Mahadevapura,31.90806259919328,High Temp (Sunny),Holiday,86
2024,9,24,10,Malleswaram,27.61324181710813,Moderate Temp (Clear),Working Day,132
2023,7,23,7,Shivajinagar,17.717798274749313,Low Temp (Rainy),Holiday,88
2022,5,10,8,Domlur,31.17223141180053,High Temp (Sunny),Working Day,32
2024,8,5,1,Koramangala,35.25651022121539,High Temp (Sunny),Working Day,22
2023,11,9,10,Yelahanka,32.45080331018241,High Temp (Sunny),Working Day,77
2023,5,25,18,Rajarajeshwari Nagar,19.64927937673321,Moderate Temp (Clear),Working Day,107
2022,5,25,8,Indiranagar,29.014412868585232,High Temp (Sunny),Working Day,61
2023,6,8,6,Vasanthnagar,18.13861759077878,Moderate Temp (Clear),Working Day,25
2022,12,24,19,Malleswaram,30.34363773921259,High Temp (Sunny),Holiday,81
2024,2,1,23,Yeshwantpur,19.845160192646865,Moderate Temp (Clear),Working Day,102
2024,7,4,6,HSR Layout,26.19745659309932,Moderate Temp (Clear),Working Day,24
2024,7,25,15,Yeshwantpur,28.49017967509764,High Temp (Sunny),Working Day,64
2022,11,4,12,Jeevanbhima Nagar,12.872468167791371,Low Temp (Rainy),Working Day,49
2024,8,2,13,Rajarajeshwari Nagar,27.524910043041984,Moderate Temp (Clear),Working Day,79
2023,3,26,17,Jayanagar,33.157124258533166,High Temp (Sunny),Holiday,100
2022,7,5,23,BTM Layout,32.12425386008216,High Temp (Sunny),Working Day,29
2022,11,4,9,Hebbal,18.84560468893,Moderate Temp (Clear),Working Day,113
2023,4,7,21,Rajarajeshwari Nagar,22.20913807734905,Moderate Temp (Clear),Working Day,89
2024,9,1,22,Whitefield,24.488839963836263,Moderate Temp (Clear),Holiday,140
2023,4,4,8,Whitefield,26.440543626678547,Moderate Temp (Clear),Working Day,126
2023,12,4,4,R.T. Nagar,18.405260189420787,Moderate Temp (Clear),Working Day,22
2024,9,13,23,Vijaynagar,16.921076162048564,Low Temp (Rainy),Working Day,64
2023,4,3,19,Ulsoor,21.156446388580964,Moderate Temp (Clear),Working Day,102
2023,11,1,1,Shivajinagar,14.331866636965522,Low Temp (Rainy),Working Day,23
2023,2,28,7,Koramangala,15.324760694796266,Low Temp (Rainy),Working Day,75
2023,6,5,11,Hebbal,22.461058530046916,Moderate Temp (Clear),Working Day,72
2023,2,4,12,Jayanagar,28.83237151150409,High Temp (Sunny),Holiday,90
2023,1,11,12,Malleswaram,29.307340849189245,High Temp (Sunny),Working Day,63
2023,11,6,13,Hebbal,25.71742036698656,Moderate Temp (Clear),Working Day,78
2023,10,20,21,Rajarajeshwari Nagar,21.536625653228896,Moderate Temp (Clear),Working Day,107
2024,3,25,11,Ulsoor,27.97492208493224,Moderate Temp (Clear),Working Day,101
2024,7,22,11,JP Nagar,19.83347192782104,Moderate Temp (Clear),Working Day,99
2024,3,4,11,Vijaynagar,9.013391985241489,Low Temp (Rainy),Working Day,63
2024,12,12,0,Yelahanka,24.276907085917685,Moderate Temp (Clear),Working Day,20
2024,3,13,19,Bannerghatta,30.92168422089348,High Temp (Sunny),Working Day,78
2022,12,13,10,BTM Layout,29.25753392587305,High Temp (Sunny),Working Day,56
2024,11,6,23,Rajajinagar,19.4597346882037,Moderate Temp (Clear),Working Day,102
2024,7,22,1,R.T. Nagar,21.7064192935744,Moderate Temp (Clear),Working Day,23
2022,3,8,11,JP Nagar,24.53097102261441,Moderate Temp (Clear),Working Day,65
2023,10,3,12,Rajajinagar,25.841443563993632,Moderate Temp (Clear),Working Day,92
2022,5,2,3,BTM Layout,23.3490634933609,Moderate Temp (Clear),Working Day,23
2023,1,19,23,JP Nagar,27.508005096819417,Moderate Temp (Clear),Working Day,71
2024,2,2,17,BTM Layout,22.050344822584584,Moderate Temp (Clear),Working Day,121
2023,11,28,6,Banashankari,24.019016987527703,Moderate Temp (Clear),Working Day,24
2022,8,18,11,R.T. Nagar,16.272977242607503,Low Temp (Rainy),Working Day,33
2023,3,16,19,Whitefield,14.872309373666564,Low Temp (Rainy),Working Day,85
2022,4,10,5,Sadashivanagar,24.550404033545544,Moderate Temp (Clear),Holiday,23
2022,11,18,10,R.T. Nagar,31.1238121380445,High Temp (Sunny),Working Day,49
2024,8,1,4,Vijaynagar,4.569649132540441,Low Temp (Rainy),Working Day,22
2024,10,4,2,Koramangala,18.3972597169792,Moderate Temp (Clear),Working Day,25
2022,8,15,19,Seshadripuram,18.35057372112292,Moderate Temp (Clear),Working Day,86
2023,9,1,1,BTM Layout,19.337390719898863,Moderate Temp (Clear),Working Day,23
2022,5,9,3,Indiranagar,21.04993547096008,Moderate Temp (Clear),Working Day,20
2023,12,10,11,Jayanagar,29.17133535710122,High Temp (Sunny),Holiday,97
2022,6,19,23,JP Nagar,24.6507283776966,Moderate Temp (Clear),Holiday,82
2024,2,13,14,Domlur,23.11082461045489,Moderate Temp (Clear),Working Day,87
2024,9,1,16,Rajarajeshwari Nagar,19.52320588071517,Moderate Temp (Clear),Holiday,147
2022,11,19,6,Yelahanka,16.884179572194135,Low Temp (Rainy),Holiday,20
2024,6,8,20,Rajarajeshwari Nagar,23.9693348328256,Moderate Temp (Clear),Holiday,154
2024,4,6,7,Whitefield,29.389981002403044,High Temp (Sunny),Holiday,91
2024,2,28,22,Yelahanka,13.540608984276927,Low Temp (Rainy),Working Day,70
2022,4,4,7,Rajarajeshwari Nagar,28.234742852865757,High Temp (Sunny),Working Day,58
2024,6,11,10,Rajajinagar,21.83177171122001,Moderate Temp (Clear),Working Day,110
2024,10,4,1,Hebbal,22.27671891806774,Moderate Temp (Clear),Working Day,20
2024,1,24,0,Rajajinagar,20.21371692700656,Moderate Temp (Clear),Working Day,24
2024,7,18,6,Bellandur,29.769912220195906,High Temp (Sunny),Working Day,20
2024,7,9,5,Shivajinagar,25.125669555205636,Moderate Temp (Clear),Working Day,25
2024,5,23,11,Seshadripuram,13.265242056306684,Low Temp (Rainy),Working Day,56
2024,3,14,2,Mahadevapura,20.511696002016965,Moderate Temp (Clear),Working Day,25
2024,7,26,12,Bellandur,17.511607274044593,Low Temp (Rainy),Working Day,48
2023,10,8,16,Jayanagar,33.609383417265775,High Temp (Sunny),Holiday,86
2023,6,25,13,Indiranagar,24.55490226968525,Moderate Temp (Clear),Holiday,83
2023,10,13,8,Malleswaram,16.411417069993412,Low Temp (Rainy),Working Day,71
2022,3,22,17,Rajarajeshwari Nagar,19.416297411492256,Moderate Temp (Clear),Working Day,102
2024,6,11,13,Indiranagar,26.26346067346944,Moderate Temp (Clear),Working Day,82
2024,12,24,15,Bellandur,28.95114515578124,High Temp (Sunny),Working Day,59
2023,6,9,20,Jayanagar,20.134611345093752,Moderate Temp (Clear),Working Day,107
2023,10,4,23,Mahadevapura,29.505535813422203,High Temp (Sunny),Working Day,46
2024,7,14,14,Marathahalli,19.081493400836862,Moderate Temp (Clear),Holiday,124
2024,6,20,16,Ulsoor,29.953947092734367,High Temp (Sunny),Working Day,75
2024,9,15,10,Ulsoor,18.922421523016155,Moderate Temp (Clear),Holiday,121
2024,9,11,11,Shivajinagar,32.68083167809036,High Temp (Sunny),Working Day,64
2023,5,8,15,R.T. Nagar,30.986582668638604,High Temp (Sunny),Working Day,55
2024,6,26,20,Jayanagar,21.186021839675487,Moderate Temp (Clear),Working Day,106
2023,1,13,9,Malleswaram,10.922696614805762,Low Temp (Rainy),Working Day,85
2022,4,1,10,Indiranagar,17.471910266610358,Low Temp (Rainy),Working Day,64
2024,5,4,3,Vasanthnagar,16.277458955886544,Low Temp (Rainy),Holiday,23
2024,4,25,20,Mahadevapura,31.1410762538849,High Temp (Sunny),Working Day,77
2023,3,19,23,Hebbal,23.71342566383286,Moderate Temp (Clear),Holiday,104
2023,5,23,18,Ulsoor,24.68642611114344,Moderate Temp (Clear),Working Day,86
2024,1,5,21,Sadashivanagar,20.373625188796986,Moderate Temp (Clear),Working Day,111
2022,1,10,19,Marathahalli,13.330827069396976,Low Temp (Rainy),Working Day,62
2024,5,23,22,HSR Layout,27.159569279037203,Moderate Temp (Clear),Working Day,82
2024,7,9,3,Yelahanka,29.055477991161997,High Temp (Sunny),Working Day,20
2023,5,1,3,Rajarajeshwari Nagar,27.156110264800876,Moderate Temp (Clear),Working Day,20
2024,5,11,17,Shivajinagar,21.90698642651508,Moderate Temp (Clear),Holiday,131
2022,5,8,17,Jayanagar,20.461265372747523,Moderate Temp (Clear),Holiday,120
2023,12,7,10,R.T. Nagar,22.380268078098144,Moderate Temp (Clear),Working Day,98
2024,7,15,12,Jeevanbhima Nagar,6.865867274533908,Low Temp (Rainy),Working Day,41
2023,10,8,10,Yelahanka,35.44962087395393,High Temp (Sunny),Holiday,80
2022,4,9,1,R.T. Nagar,17.063547437688694,Low Temp (Rainy),Holiday,24
2024,8,20,7,Rajajinagar,22.85212558318418,Moderate Temp (Clear),Working Day,122
2024,11,23,13,Ulsoor,17.7573583523118,Low Temp (Rainy),Holiday,84
2023,4,5,15,Yelahanka,20.828478077832127,Moderate Temp (Clear),Working Day,80
2024,9,23,11,Koramangala,23.728364428044504,Moderate Temp (Clear),Working Day,120
2023,7,11,13,Mahadevapura,18.41454379443524,Moderate Temp (Clear),Working Day,87
2024,7,28,5,Jeevanbhima Nagar,21.252024836021157,Moderate Temp (Clear),Holiday,25
2024,2,27,15,Shivajinagar,24.975249111387235,Moderate Temp (Clear),Working Day,91
2024,3,2,5,Mahadevapura,21.67716331353996,Moderate Temp (Clear),Holiday,20
2022,6,7,17,Whitefield,33.350095050463764,High Temp (Sunny),Working Day,90
2023,10,3,10,Vasanthnagar,17.00716095558765,Low Temp (Rainy),Working Day,82
2024,1,2,7,Yeshwantpur,12.765660297880858,Low Temp (Rainy),Working Day,88
2023,1,9,3,HSR Layout,35.90659150643462,High Temp (Sunny),Working Day,25
2024,4,7,21,Vasanthnagar,21.72262797080996,Moderate Temp (Clear),Holiday,143
2023,2,17,1,Jayanagar,24.246711053523683,Moderate Temp (Clear),Working Day,20
2023,8,24,1,HSR Layout,22.748940642885582,Moderate Temp (Clear),Working Day,21
2022,7,4,1,Vasanthnagar,17.721942163436573,Low Temp (Rainy),Working Day,24
2023,9,17,19,Sadashivanagar,26.79151445738343,Moderate Temp (Clear),Holiday,134
2024,7,19,16,Jeevanbhima Nagar,19.506763141819366,Moderate Temp (Clear),Working Day,123
2024,2,5,13,Vijaynagar,19.457639070546687,Moderate Temp (Clear),Working Day,66
2024,10,1,17,Hebbal,23.84928121115677,Moderate Temp (Clear),Working Day,126
2024,7,22,12,Marathahalli,30.85538715357752,High Temp (Sunny),Working Day,56
2024,5,22,1,Indiranagar,26.81748574765614,Moderate Temp (Clear),Working Day,24
2023,1,14,19,Bannerghatta,29.133793957512047,High Temp (Sunny),Holiday,95
2024,6,27,14,Bannerghatta,4.061278863712229,Low Temp (Rainy),Working Day,40
2024,6,7,16,Hebbal,17.776970780020605,Low Temp (Rainy),Working Day,73
2023,5,25,12,Indiranagar,24.86302612829984,Moderate Temp (Clear),Working Day,87
2023,6,2,23,R.T. Nagar,22.33738119102984,Moderate Temp (Clear),Working Day,94
2022,4,16,9,Whitefield,27.032897722578653,Moderate Temp (Clear),Holiday,108
2023,7,13,16,Rajarajeshwari Nagar,29.24167430951524,High Temp (Sunny),Working Day,68
2023,5,19,17,Whitefield,14.509295024514826,Low Temp (Rainy),Working Day,65
2023,8,13,5,Ulsoor,23.04978048616378,Moderate Temp (Clear),Holiday,21
2024,9,19,15,Hebbal,23.96181594216119,Moderate Temp (Clear),Working Day,79
2023,9,21,20,R.T. Nagar,24.45323730621168,Moderate Temp (Clear),Working Day,111
2024,10,1,22,Hebbal,21.803558217807065,Moderate Temp (Clear),Working Day,92
2023,5,13,16,Jayanagar,13.23608976010584,Low Temp (Rainy),Holiday,104
2022,9,16,20,Domlur,15.594912335526296,Low Temp (Rainy),Working Day,72
2024,2,8,8,Yelahanka,28.643002759321952,High Temp (Sunny),Working Day,77
2024,8,19,11,Rajajinagar,27.16147670095684,Moderate Temp (Clear),Working Day,90
2024,7,22,16,Domlur,16.574179437054923,Low Temp (Rainy),Working Day,82
2022,7,16,5,R.T. Nagar,20.62346488743133,Moderate Temp (Clear),Holiday,24
2024,2,1,10,Hebbal,27.963938870758767,Moderate Temp (Clear),Working Day,119
2024,12,23,19,Shivajinagar,30.1087891008741,High Temp (Sunny),Working Day,85
2022,11,6,13,Vijaynagar,24.32922719532969,Moderate Temp (Clear),Holiday,99
2023,7,5,22,Banashankari,15.384619100924729,Low Temp (Rainy),Working Day,48
2024,11,8,8,Marathahalli,28.895426104111984,High Temp (Sunny),Working Day,76
2024,5,19,7,R.T. Nagar,23.11838576251207,Moderate Temp (Clear),Holiday,104
2022,12,7,14,Yelahanka,26.197193742136083,Moderate Temp (Clear),Working Day,77
2022,7,25,17,Yeshwantpur,12.98717411386871,Low Temp (Rainy),Working Day,68
2022,8,13,20,Koramangala,29.468387876208418,High Temp (Sunny),Holiday,88
2024,10,15,9,Ulsoor,18.61466213715092,Moderate Temp (Clear),Working Day,114
